operator,count,self_cpu_time_total_us,self_cuda_time_total_us,cpu_memory_usage_bytes,cuda_memory_usage_bytes,input_shapes
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4> >(at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4>)",30,0.0,202.14100000001508,0,0,[]
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",60,0.0,187.90500000000475,0,0,[]
aten::clamp_min,60,749.6690000000531,167.64499999996133,0,30720,"[[1, 32], []]"
aten::masked_fill_,60,443.8430000000276,164.66999999999825,0,0,"[[1, 33], [1, 33], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",60,0.0,164.66999999999825,0,0,[]
aten::bitwise_not,60,604.9509999999495,164.44499999995423,0,30720,"[[1, 33]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul> >(int, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul>)",60,0.0,164.44499999995423,0,0,[]
aten::mul,60,544.4349999999981,163.52599999998733,0,30720,"[[1, 6], [1, 6]]"
aten::eq,60,542.0149999999617,154.23800000002484,0,30720,"[[1, 6], [1, 6]]"
aten::ne,60,1004.7080000000128,153.56199999996852,0,30720,"[[1, 6], []]"
aten::sum,30,429.9219999999664,153.08800000000247,0,15360,"[[1, 32, 1], [], [], []]"
aten::sum,30,588.4140000000107,151.55499999997664,0,15360,"[[], []]"
aten::abs,60,642.4280000000172,143.99599999995212,0,0,"[[1, 6], [0]]"
aten::copy_,60,380.8550000000546,141.15499999985968,0,0,"[[1, 33], [1, 33], []]"
aten::all,30,433.96500000004085,136.8949999999686,0,15360,"[[1, 32, 2]]"
aten::all,30,427.70200000000887,133.98799999998255,0,15360,"[[1, 32, 7]]"
aten::copy_,60,397.9920000000311,130.94500000004086,0,0,"[[33], [33], []]"
aten::div,30,327.47500000001946,108.76699999998891,0,15360,"[[1, 32], [1, 1]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",30,0.0,108.76699999998891,0,0,[]
aten::mul,30,429.05900000004385,106.1749999999779,0,122880,"[[1, 32, 32], [1, 32, 1]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",30,0.0,106.1749999999779,0,0,[]
aten::_softmax,30,290.7209999999536,101.60300000001916,0,15360,"[[1, 33], [], []]"
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 6, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",30,0.0,101.60300000001916,0,0,[]
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",30,0.0,96.50799999999617,0,0,[]
aten::copy_,30,299.2610000000336,93.28200000002334,0,0,"[[1, 32, 1], [1, 32, 1], []]"
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",30,0.0,90.11199999999826,0,0,[]
aten::ge,30,602.8390000000272,89.40900000000329,0,15360,"[[], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",30,0.0,89.40900000000329,0,0,[]
aten::copy_,60,410.66600000007384,86.55999999996595,0,0,"[[32, 2], [32, 2], []]"
aten::copy_,60,473.1980000000041,84.5419999999906,0,0,"[[6], [6], []]"
aten::clamp_min,30,300.63100000004397,81.79500000002281,0,15360,"[[1, 1], []]"
aten::mul,30,267.90900000000033,81.66499999999792,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::mul,30,242.01500000006126,80.19100000001163,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,410.6430000000221,78.85000000000946,0,15360,"[[1, 32, 7], []]"
aten::eq,30,232.95500000002585,76.73800000002643,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::eq,30,237.08599999996363,75.46100000000934,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,392.01700000002916,75.23399999999174,0,15360,"[[1, 32, 2], []]"
aten::abs,30,290.2739999999951,74.33699999998112,0,0,"[[1, 32, 7], [0]]"
aten::abs,30,264.62399999999457,71.58599999999774,0,0,"[[1, 32, 2], [0]]"
aten::copy_,30,247.1490000000731,66.69100000003436,0,0,"[[1], [1], []]"
Memcpy DtoH (Device -> Pageable),30,0.0,66.69100000003436,0,0,[]
aten::copy_,30,173.75399999996785,43.74200000002429,0,0,"[[32, 4], [32, 4], []]"
aten::copy_,30,196.8549999999599,41.44099999995251,0,0,"[[32, 7], [32, 7], []]"
aten::lift_fresh,60,23.70500000000436,0.0,0,0,[[6]]
aten::to,60,193.995999999976,0.0,0,0,"[[6], [], [], [], [], []]"
aten::_to_copy,60,313.352000000002,0.0,0,0,"[[6], [], [], [], [], [], []]"
aten::empty_strided,330,1800.577000000114,0.0,120,168960,"[[], [], [], [], [], []]"
Activity Buffer Request,1,595.57,0.0,0,0,[]
cudaStreamIsCapturing,240,220.5919999999478,0.0,0,0,[]
cudaMemcpyAsync,750,6561.9029999997765,0.0,0,0,[]
cudaStreamSynchronize,540,5239.954999999954,0.0,0,0,[]
aten::to,60,42.469999999990705,0.0,0,0,"[[6], [], [], [], []]"
aten::lift_fresh,30,6.20900000000745,0.0,0,0,"[[32, 7]]"
aten::to,30,74.36999999997909,0.0,0,0,"[[32, 7], [], [], [], [], []]"
aten::_to_copy,30,172.07900000007874,0.0,0,0,"[[32, 7], [], [], [], [], [], []]"
aten::to,30,18.216000000014333,0.0,0,0,"[[32, 7], [], [], [], []]"
aten::lift_fresh,60,14.741999999992345,0.0,0,0,"[[32, 2]]"
aten::to,60,124.5670000000332,0.0,0,0,"[[32, 2], [], [], [], [], []]"
aten::_to_copy,60,247.65599999992605,0.0,0,0,"[[32, 2], [], [], [], [], [], []]"
aten::to,60,36.296000000008576,0.0,0,0,"[[32, 2], [], [], [], []]"
aten::lift_fresh,30,6.370000000007622,0.0,0,0,[[33]]
aten::to,30,56.23999999993475,0.0,0,0,"[[33], [], [], [], [], []]"
aten::_to_copy,60,267.7400000000032,0.0,0,0,"[[33], [], [], [], [], [], []]"
aten::to,30,47.18799999996918,0.0,0,0,"[[33], [], [], [], []]"
cudaLaunchKernel,2190,16734.84999999985,0.0,0,0,[]
[memory],1860,0.0,0.0,-120,-2027520,[]
aten::lift_fresh,30,6.350999999999658,0.0,0,0,"[[32, 4]]"
aten::to,30,58.15899999997305,0.0,0,0,"[[32, 4], [], [], [], [], []]"
aten::_to_copy,30,130.84300000003896,0.0,0,0,"[[32, 4], [], [], [], [], [], []]"
aten::to,30,16.898000000001275,0.0,0,0,"[[32, 4], [], [], [], []]"
aten::unsqueeze,60,176.3600000000124,0.0,0,0,"[[6], []]"
aten::as_strided,60,97.82600000000866,0.0,0,0,"[[6], [], [], []]"
aten::unsqueeze,30,82.72600000005878,0.0,0,0,"[[32, 7], []]"
aten::as_strided,30,27.188999999943007,0.0,0,0,"[[32, 7], [], [], []]"
aten::unsqueeze,60,185.48600000000874,0.0,0,0,"[[32, 2], []]"
aten::as_strided,60,65.13400000000343,0.0,0,0,"[[32, 2], [], [], []]"
aten::unsqueeze,30,60.375000000023874,0.0,0,0,"[[33], []]"
aten::as_strided,30,21.740999999981796,0.0,0,0,"[[33], [], [], []]"
aten::isfinite,60,543.1839999998547,0.0,0,-92160,"[[1, 6]]"
aten::abs,60,273.64700000010953,0.0,0,0,"[[1, 6]]"
aten::empty,270,1311.2449999999908,0.0,0,30720,"[[], [], [], [], [], []]"
aten::resize_,210,833.880000000072,0.0,0,122880,"[[0], [], []]"
aten::as_strided,300,300.30699999999706,0.0,0,0,"[[], [], [], []]"
aten::is_nonzero,270,528.8560000001464,0.0,0,0,[[]]
aten::item,300,658.2779999998206,0.0,0,0,[[]]
aten::isfinite,30,231.53099999991014,0.0,0,-46080,"[[1, 32, 2]]"
aten::abs,30,115.91800000003013,0.0,0,0,"[[1, 32, 2]]"
aten::isfinite,30,224.13399999998478,0.0,0,-61440,"[[1, 32, 7]]"
aten::abs,30,116.34899999999789,0.0,0,0,"[[1, 32, 7]]"
aten::unsqueeze,30,64.16100000000984,0.0,0,0,"[[32, 4], []]"
aten::as_strided,30,22.965999999998985,0.0,0,0,"[[32, 4], [], [], []]"
aten::to,30,26.846999999976106,0.0,0,0,"[[1, 32, 2], [], [], [], [], []]"
aten::to,30,12.942999999997937,0.0,0,0,"[[1, 32, 4], [], [], [], [], []]"
aten::unsqueeze,30,85.6760000000163,0.0,0,0,"[[1, 12], []]"
aten::as_strided,30,31.9180000000199,0.0,0,0,"[[1, 12], [], [], []]"
aten::expand,30,97.68299999994588,0.0,0,0,"[[1, 1, 12], [], []]"
aten::as_strided,30,36.74700000001212,0.0,0,0,"[[1, 1, 12], [], [], []]"
aten::linear,30,300.8719999999935,0.0,0,0,"[[1, 32, 27], [32, 27], [32]]"
aten::view,30,54.56400000000622,0.0,0,0,"[[1, 32, 27], []]"
aten::t,30,126.96399999997857,0.0,0,0,"[[32, 27]]"
aten::transpose,30,83.32199999997283,0.0,0,0,"[[32, 27], [], []]"
aten::as_strided,30,31.938000000040574,0.0,0,0,"[[32, 27], [], [], []]"
cudaOccupancyMaxActiveBlocksPerMultiprocessor,90,163.8199999999738,0.0,0,0,[]
aten::view,90,97.05699999993749,0.0,0,0,"[[32, 32], []]"
aten::relu,90,322.88399999993544,0.0,0,0,"[[1, 32, 32]]"
aten::linear,30,242.56800000003386,0.0,0,0,"[[1, 32, 32], [32, 32], [32]]"
aten::view,60,60.14100000001645,0.0,0,0,"[[1, 32, 32], []]"
aten::t,30,90.72800000002508,0.0,0,0,"[[32, 32]]"
aten::transpose,30,75.35399999997617,0.0,0,0,"[[32, 32], [], []]"
aten::as_strided,30,34.74899999999798,0.0,0,0,"[[32, 32], [], [], []]"
aten::slice,30,114.42800000002035,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::as_strided,120,95.99299999993809,0.0,0,0,"[[1, 33], [], [], []]"
aten::unsqueeze,60,211.78599999996914,0.0,0,0,"[[1, 32], []]"
aten::as_strided,180,190.62900000007858,0.0,0,0,"[[1, 32], [], [], []]"
aten::to,30,63.39199999999437,0.0,0,0,"[[1, 32, 1], [], [], [], []]"
aten::_to_copy,30,188.78699999999571,0.0,0,0,"[[1, 32, 1], [], [], [], [], [], []]"
aten::as_strided,60,55.102999999990516,0.0,0,0,"[[1, 1], [], [], []]"
aten::expand,30,97.39700000004268,0.0,0,0,"[[1, 1, 32], [], []]"
aten::as_strided,30,34.238999999985936,0.0,0,0,"[[1, 1, 32], [], [], []]"
aten::linear,30,279.6140000000355,0.0,0,0,"[[1, 32, 64], [32, 64], [32]]"
aten::view,30,60.222000000002936,0.0,0,0,"[[1, 32, 64], []]"
aten::t,30,119.4709999999327,0.0,0,0,"[[32, 64]]"
aten::transpose,30,79.07999999999174,0.0,0,0,"[[32, 64], [], []]"
aten::as_strided,30,28.46600000004264,0.0,0,0,"[[32, 64], [], [], []]"
aten::linear,30,233.98099999998112,0.0,0,0,"[[1, 32, 32], [1, 32], [1]]"
aten::t,90,276.6610000000737,0.0,0,0,"[[1, 32]]"
aten::transpose,90,274.174999999831,0.0,0,0,"[[1, 32], [], []]"
aten::expand,90,336.1380000000054,0.0,0,0,"[[1], [], []]"
aten::as_strided,210,180.80300000001853,0.0,0,0,"[[1], [], [], []]"
aten::view,30,33.590999999988526,0.0,0,0,"[[32, 1], []]"
aten::squeeze,30,108.93900000005306,0.0,0,0,"[[1, 32, 1], []]"
aten::as_strided,30,31.246999999957552,0.0,0,0,"[[1, 32, 1], [], [], []]"
aten::linear,60,239.40300000003117,0.0,0,0,"[[1, 44], [32, 44], [32]]"
aten::t,60,207.66699999999173,0.0,0,0,"[[32, 44]]"
aten::transpose,60,191.77099999993288,0.0,0,0,"[[32, 44], [], []]"
aten::as_strided,60,113.84400000004916,0.0,0,0,"[[32, 44], [], [], []]"
aten::relu,60,208.97199999997474,0.0,0,0,"[[1, 32]]"
aten::linear,60,198.2540000000322,0.0,0,0,"[[1, 32], [1, 32], [1]]"
aten::to,60,54.621000000024196,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::all,60,630.4910000000618,0.0,0,30720,[[1]]
aten::view_as,60,142.14199999997209,0.0,0,0,"[[1], []]"
aten::view,60,80.3489999999938,0.0,0,0,"[[1], []]"
aten::to,90,85.62099999989596,0.0,0,0,"[[], [], [], [], []]"
aten::isfinite,90,842.9159999998237,0.0,0,-138240,"[[1, 33]]"
aten::abs,90,377.44500000013113,0.0,0,0,"[[1, 33]]"
aten::masked_fill,60,335.492999999934,0.0,0,0,"[[1, 33], [1, 33], []]"
aten::clone,60,310.84999999986576,0.0,0,0,"[[1, 33], []]"
aten::empty_like,60,199.244000000092,0.0,0,0,"[[1, 33], [], [], [], [], []]"
aten::softmax,30,77.85300000003508,0.0,0,0,"[[1, 33], [], []]"
aten::squeeze,30,126.83399999998528,0.0,0,0,"[[1, 1], []]"
aten::squeeze,90,205.1470000000736,0.0,0,0,"[[1, 33], []]"
aten::squeeze,30,87.6939999999895,0.0,0,0,"[[1], []]"
aten::_to_copy,30,187.54600000005212,0.0,0,0,"[[], [], [], [], [], [], []]"
aten::reshape,30,66.2390000000014,0.0,0,0,"[[], []]"
aten::view,30,41.48600000001716,0.0,0,0,"[[], []]"
aten::stack,30,125.58500000004642,0.0,0,0,"[[], []]"
aten::unsqueeze,30,78.91099999994731,0.0,0,0,"[[], []]"
aten::narrow,30,107.3829999999698,0.0,0,0,"[[1], [], [], []]"
aten::slice,30,98.6460000000252,0.0,0,0,"[[1], [], [], [], []]"
aten::detach,30,44.56900000001406,0.0,0,0,[[1]]
aten::to,30,90.28400000001602,0.0,0,0,"[[1], [], [], [], [], [], [], []]"
aten::_to_copy,30,157.08999999994285,0.0,0,0,"[[1], [], [], [], [], [], []]"
aten::resolve_conj,30,15.061000000013337,0.0,0,0,[[1]]
aten::resolve_neg,30,5.818999999992229,0.0,0,0,[[1]]
aten::reshape,30,53.04799999991428,0.0,0,0,"[[33], []]"
aten::view,30,43.569000000052256,0.0,0,0,"[[33], []]"
cudaDeviceSynchronize,2,10.380999999993946,0.0,0,0,[]
