operator,count,self_cpu_time_total_us,self_cuda_time_total_us,cpu_memory_usage_bytes,cuda_memory_usage_bytes,input_shapes
aten::abs,510,4868.471000000495,1285.1020000000726,0,0,"[[1, 33], [0]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul> >(int, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul>)",450,0.0,1253.0990000003267,0,0,[]
aten::clamp_min,450,3727.968999999982,1218.4850000000852,0,230400,"[[1], []]"
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4> >(at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4>)",180,0.0,1175.1689999998862,0,0,[]
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",360,0.0,1170.1499999999191,0,0,[]
aten::bitwise_not,390,3825.0329999997884,1086.026000000119,0,199680,"[[1, 33]]"
aten::sub,450,4414.744000000191,1083.1169999997364,0,230400,"[[], [1], []]"
aten::masked_fill_,390,2993.9339999997756,1078.9469999999465,0,0,"[[1, 33], [1, 33], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",390,0.0,1078.9469999999465,0,0,[]
aten::copy_,420,2668.1669999994992,1037.4760000001552,0,0,"[[], [], []]"
aten::sum,240,3966.807000000077,1030.077999999965,0,122880,"[[1], []]"
aten::cat,240,3424.050999999979,1004.6759999999499,0,675840,"[[], []]"
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",420,0.0,987.4110000000783,0,0,[]
aten::argmax,150,2388.8540000001976,970.2089999998925,0,76800,"[[1, 33], [], []]"
aten::copy_,390,2507.216000000082,948.6459999998169,0,0,"[[1, 33], [1, 33], []]"
aten::add,360,3032.4479999997966,881.9149999998835,0,184320,"[[1], [1], []]"
aten::mul,240,2208.528999999584,759.8810000001677,0,122880,"[[], [1, 32]]"
aten::index,150,3057.1180000002105,758.6850000000159,0,76800,"[[1, 32, 4], []]"
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",150,0.0,758.6850000000159,0,0,[]
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",210,0.0,709.4420000001483,0,0,[]
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",210,0.0,672.3630000001767,0,0,[]
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float, true>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float, true>, unsigned int, float, 4, 4>)",120,0.0,602.2730000001347,0,0,[]
aten::bitwise_and,210,1850.7729999999046,571.9969999998484,0,107520,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>)",210,0.0,571.9969999998484,0,0,[]
ampere_sgemm_32x32_sliced1x4_tn,60,0.0,549.7310000000466,0,0,[]
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",180,0.0,536.3189999999204,0,0,[]
aten::add,210,1763.1059999998452,522.759000000151,0,107520,"[[1, 32], [1, 32], []]"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",120,0.0,469.50699999987773,0,0,[]
aten::copy_,150,1074.1319999997231,443.29199999995035,0,0,"[[1], [1], []]"
aten::clamp,150,1962.3399999998992,416.9289999998455,0,76800,"[[1], [], []]"
"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",150,0.0,416.9289999998455,0,0,[]
aten::softplus,120,1139.215999999663,407.58800000007705,0,61440,"[[], [], []]"
aten::_softmax,120,1204.0200000000023,405.53599999995913,0,61440,"[[1, 33], [], []]"
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 6, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",120,0.0,405.53599999995913,0,0,[]
"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",120,0.0,354.93900000050417,0,0,[]
aten::any,60,981.460000000573,335.7759999999562,0,30720,"[[1, 32], [], []]"
aten::linalg_vector_norm,60,1224.5469999994802,319.6800000001149,0,30720,"[[1, 1, 2], [], [], [], []]"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 3, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",60,0.0,319.4850000000829,0,0,[]
aten::sum,60,1019.7379999997356,317.3129999999355,0,30720,"[[1, 32, 2], [], [], []]"
aten::addmm,30,1048.117000000139,315.4239999999895,0,245760,"[[64], [32, 128], [128, 64], [], []]"
Memcpy HtoD (Pageable -> Device),210,0.0,297.9870000002288,0,0,[]
aten::addmm,30,1133.9379999997127,293.5999999999485,0,15360,"[[1], [32, 64], [64, 1], [], []]"
aten::all,60,934.3810000001072,290.27500000001965,0,30720,"[[1, 6]]"
aten::sub,120,1003.4339999999283,287.2040000001234,0,61440,"[[1], [1], []]"
aten::sub,90,879.8109999999797,284.74000000022716,0,46080,"[[], [1, 32], []]"
aten::linalg_vector_norm,60,915.3539999999693,282.59300000001986,0,30720,"[[1, 32, 2], [], [], [], []]"
aten::gt,90,1109.207999999875,268.0310000003119,0,46080,"[[1], []]"
aten::le,90,1396.527999999993,266.492000000384,0,46080,"[[1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::CompareFunctor<float>, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::CompareFunctor<float>, std::array<char*, 3ul>)",90,0.0,261.98500000018976,0,0,[]
aten::sum,30,539.2379999998711,256.54099999998425,0,15360,"[[1, 32, 64], [], [], []]"
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",30,0.0,256.54099999998425,0,0,[]
aten::clamp_min,90,761.5290000002497,243.38500000027489,0,46080,"[[1, 32], []]"
aten::clamp_min,90,1161.6429999998154,243.13400000016463,0,737280,"[[1, 32, 64], []]"
aten::addmm,30,823.501000000098,234.3070000000571,0,245760,"[[64], [32, 64], [64, 64], [], []]"
aten::add,90,884.0960000001542,225.60200000014265,0,46080,"[[1, 1], [], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",90,0.0,225.60200000014265,0,0,[]
aten::addmm,30,1172.0820000002077,216.73700000019016,0,245760,"[[64], [32, 21], [21, 64], [], []]"
ampere_sgemm_32x128_tn,30,0.0,216.73700000019016,0,0,[]
aten::arange,90,685.9469999996636,205.59999999997945,0,0,"[[], [], [], [0]]"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",90,0.0,205.59999999997945,0,0,[]
aten::argmax,30,645.6030000000446,204.95999999999367,0,15360,"[[33], [], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",90,0.0,203.68399999989015,0,0,[]
aten::softplus,60,561.0140000000838,200.95900000005258,0,30720,"[[2], [], []]"
aten::sub,60,836.0399999995561,199.48999999999978,0,30720,"[[1, 1, 2], [1, 32, 2], []]"
aten::mul,60,640.9659999998175,193.78900000002432,0,30720,"[[1, 32, 2], [2]]"
aten::addmm,30,959.2389999999095,192.0329999998712,0,15360,"[[1], [1, 64], [64, 1], [], []]"
aten::sub,60,575.387000000118,188.1329999999498,0,30720,"[[1, 1], [1, 32], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",60,0.0,172.31900000002315,0,0,[]
aten::where,60,803.9209999998384,171.3929999998054,0,0,"[[1], [1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul> >(int, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul>)",60,0.0,171.3929999998054,0,0,[]
aten::ne,60,588.5299999999406,170.30199999995602,0,30720,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 3ul>)",60,0.0,170.30199999995602,0,0,[]
aten::eq,60,918.988999999774,168.22699999995257,0,30720,"[[1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",60,0.0,168.22699999995257,0,0,[]
aten::bitwise_not,60,519.5309999998854,167.07300000020768,0,30720,[[1]]
aten::mul,60,532.2799999999761,163.35699999979806,0,30720,"[[1, 6], [1, 6]]"
aten::bitwise_or,60,479.8280000001905,160.0000000001619,0,30720,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul>)",60,0.0,160.0000000001619,0,0,[]
aten::eq,60,527.1050000001551,154.11400000001822,0,30720,"[[1, 6], [1, 6]]"
aten::ne,60,967.455999999992,153.75800000010213,0,30720,"[[1, 6], []]"
aten::sum,30,442.46200000020553,152.41700000007268,0,15360,"[[1, 32, 1], [], [], []]"
aten::mul,60,535.4619999999204,152.28499999988708,0,30720,"[[], [1, 1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",60,0.0,152.28499999988708,0,0,[]
aten::abs,60,677.6100000002662,144.41800000014928,0,0,"[[1, 6], [0]]"
aten::sum,30,403.80700000022625,142.11600000004728,0,15360,"[[1, 32, 4], [], [], []]"
aten::all,30,453.78999999985126,136.9319999999925,0,15360,"[[1, 32, 2]]"
aten::fill_,60,393.8489999998601,134.62499999985266,0,0,"[[1], []]"
aten::all,30,431.0750000000867,133.92000000006692,0,15360,"[[1, 32, 7]]"
aten::copy_,60,400.4880000003627,131.32999999999993,0,0,"[[33], [33], []]"
aten::addmm,30,879.4329999999936,122.27299999992192,0,15360,"[[64], [1, 76], [76, 64], [], []]"
"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",30,0.0,122.27299999992192,0,0,[]
aten::mul,30,396.34799999999996,117.7579999998984,0,245760,"[[1, 32, 64], [1, 32, 1]]"
"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, false, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",30,0.0,116.51200000005429,0,0,[]
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16, 4>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",30,0.0,114.04900000004181,0,0,[]
aten::div,30,330.2399999998888,108.99000000016031,0,15360,"[[1, 64], [1, 1]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",30,0.0,108.99000000016031,0,0,[]
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",30,0.0,101.63499999994747,0,0,[]
aten::softplus,30,277.87099999995735,100.89500000001863,0,15360,"[[4], [], []]"
"void reduce_1Block_kernel<float, 128, 7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(float const*, float, cublasGemvTensorStridedBatched<float>, int, float const*, float, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<biasType<cublasGemvTensorStridedBatched<float>::value_type, float>::type const>)",30,0.0,100.22199999988788,0,0,[]
aten::where,30,481.4360000001161,100.00099999986378,0,0,"[[1, 1], [1, 33], [1, 33]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",30,0.0,100.00099999986378,0,0,[]
aten::mul,30,298.68099999987317,98.72199999982877,0,15360,"[[1, 32, 4], [4]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",30,0.0,96.7069999999976,0,0,[]
"void dot_kernel<float, 128, 0, cublasDotParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> > >(cublasDotParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >)",30,0.0,96.67100000006303,0,0,[]
aten::copy_,30,288.41500000002543,93.02699999997003,0,0,"[[1, 32, 1], [1, 32, 1], []]"
