operator,count,self_cpu_time_total_us,self_cuda_time_total_us,cpu_memory_usage_bytes,cuda_memory_usage_bytes,input_shapes
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>)",600,0.0,1556.4100000004591,0,0,[]
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",330,0.0,1524.9010000004073,0,0,[]
"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>)",600,0.0,1494.74999999987,0,0,[]
aten::mul,480,4326.233000000198,1327.5169999995815,0,245760,"[[1, 33], [1, 33]]"
aten::ne,480,7721.4310000000205,1254.2470000001886,0,245760,"[[1, 33], []]"
aten::eq,480,4386.354000000229,1250.1680000004217,0,245760,"[[1, 33], [1, 33]]"
aten::abs,480,4568.362000000534,1204.7079999999096,0,0,"[[1, 33], [0]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",360,0.0,1167.4469999996509,0,0,[]
"void at::native::vectorized_elementwise_kernel<4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul> >(int, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase&)::{lambda(bool)#1}, std::array<char*, 2ul>)",390,0.0,1075.746999999732,0,0,[]
aten::cat,240,3338.368999999766,1002.0800000001309,0,675840,"[[], []]"
aten::bitwise_not,360,3558.4049999998824,992.6439999998238,0,184320,"[[1, 33]]"
aten::masked_fill_,360,2661.239999999665,987.204000000429,0,0,"[[1, 33], [1, 33], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::masked_fill_kernel(at::TensorIterator&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#7}::operator()() const::{lambda(float, bool)#1}, std::array<char*, 3ul>)",360,0.0,987.204000000429,0,0,[]
aten::clamp_min,360,3103.3869999992967,976.2469999997629,0,184320,"[[1], []]"
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4> >(at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, 4, 4>)",150,0.0,964.5430000001215,0,0,[]
aten::sum,210,3455.0840000008357,910.5680000003631,0,107520,"[[1], []]"
aten::copy_,360,2401.334999998986,868.1720000002897,0,0,"[[1, 33], [1, 33], []]"
aten::sub,360,3414.8630000000485,864.1689999999071,0,184320,"[[], [1], []]"
aten::copy_,360,2195.872000000205,862.8420000004226,0,0,"[[], [], []]"
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",360,0.0,846.469999999943,0,0,[]
aten::argmax,120,1953.0649999994457,760.7360000000444,0,61440,"[[1, 33], [], []]"
aten::mul,240,2199.1399999995174,756.9179999996413,0,122880,"[[], [1, 32]]"
aten::add,300,2475.02299999987,733.510999999744,0,153600,"[[1], [1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",210,0.0,709.8410000002586,0,0,[]
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",210,0.0,674.845999999814,0,0,[]
"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float, true>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::NormTwoOps<float, float, float, true>, unsigned int, float, 4, 4>)",120,0.0,602.2390000000214,0,0,[]
aten::index,120,2397.724000000195,599.0050000001684,0,61440,"[[1, 32, 4], []]"
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",120,0.0,599.0050000001684,0,0,[]
ampere_sgemm_32x32_sliced1x4_tn,60,0.0,567.7759999999234,0,0,[]
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",180,0.0,537.3460000000778,0,0,[]
aten::add,210,1765.3880000003628,522.2989999994716,0,107520,"[[1, 32], [1, 32], []]"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",120,0.0,469.1810000000514,0,0,[]
aten::copy_,150,1074.2759999999616,444.25600000008853,0,0,"[[1], [1], []]"
aten::softplus,120,1152.708000000266,409.1350000003331,0,61440,"[[], [], []]"
aten::bitwise_and,150,1277.683999999721,407.3279999999795,0,76800,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>)",150,0.0,407.3279999999795,0,0,[]
aten::_softmax,120,1197.2349999997587,403.1670000001468,0,61440,"[[1, 33], [], []]"
"void (anonymous namespace)::softmax_warp_forward<float, float, float, 6, false, false>(float*, float const*, int, int, int, bool const*, int, bool)",120,0.0,403.1670000001468,0,0,[]
aten::clamp,120,1479.9370000002928,331.0170000001053,0,61440,"[[1], [], []]"
"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, std::array<char*, 2ul>)",120,0.0,331.0170000001053,0,0,[]
aten::linalg_vector_norm,60,1233.724000000262,319.87000000007356,0,30720,"[[1, 1, 2], [], [], [], []]"
"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 3, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",60,0.0,319.8040000000492,0,0,[]
aten::sum,60,985.7059999999437,317.0549999998857,0,30720,"[[1, 32, 2], [], [], []]"
aten::addmm,30,1039.1250000001382,313.7579999999907,0,245760,"[[64], [32, 128], [128, 64], [], []]"
Memcpy HtoD (Pageable -> Device),210,0.0,297.84499999989475,0,0,[]
aten::addmm,30,1201.850000000235,293.8580000000402,0,15360,"[[1], [32, 64], [64, 1], [], []]"
aten::all,60,944.4529999998949,291.0140000000383,0,30720,"[[1, 6]]"
aten::sub,90,901.7370000003157,287.38999999991756,0,46080,"[[], [1, 32], []]"
aten::sub,120,1045.0709999998799,287.33699999981764,0,61440,"[[1], [1], []]"
aten::linalg_vector_norm,60,898.1149999998088,282.36899999994785,0,30720,"[[1, 32, 2], [], [], [], []]"
aten::gt,90,1219.8889999998246,267.6769999999051,0,46080,"[[1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>)",90,0.0,266.1749999998756,0,0,[]
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::CompareFunctor<float>, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::CompareFunctor<float>, std::array<char*, 3ul>)",90,0.0,261.5339999999742,0,0,[]
aten::sum,30,564.7300000001669,256.7069999999603,0,15360,"[[1, 32, 64], [], [], []]"
"void at::native::reduce_kernel<128, 4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator()(at::TensorIterator&)::{lambda(float, float)#1}>, unsigned int, float, 4, 4>)",30,0.0,256.7069999999603,0,0,[]
aten::addmm,30,832.3859999999931,254.01799999993273,0,245760,"[[64], [32, 64], [64, 64], [], []]"
aten::clamp_min,90,802.920999999651,246.88399999999092,0,46080,"[[1, 32], []]"
aten::clamp_min,90,1199.6520000000437,242.9070000000138,0,737280,"[[1, 32, 64], []]"
aten::add,90,920.0159999998923,225.53699999992568,0,46080,"[[1, 1], [], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",90,0.0,225.53699999992568,0,0,[]
aten::addmm,30,1238.1619999999148,221.70000000012078,0,245760,"[[64], [32, 21], [21, 64], [], []]"
ampere_sgemm_32x128_tn,30,0.0,221.70000000012078,0,0,[]
aten::argmax,30,589.5660000000753,203.8070000000771,0,15360,"[[33], [], []]"
aten::softplus,60,581.2940000001308,199.45600000002742,0,30720,"[[2], [], []]"
aten::sub,60,821.9970000000903,199.3269999999502,0,30720,"[[1, 1, 2], [1, 32, 2], []]"
aten::mul,60,635.9730000002182,194.08000000003995,0,30720,"[[1, 32, 2], [2]]"
aten::addmm,30,1007.8520000000372,188.25400000016816,0,15360,"[[1], [1, 64], [64, 1], [], []]"
aten::sub,60,598.7379999997156,188.12899999994625,0,30720,"[[1, 1], [1, 32], []]"
aten::le,60,913.5980000000745,177.92099999988568,0,30720,"[[1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",60,0.0,171.80799999999,0,0,[]
aten::where,60,760.4520000003613,171.3009999998867,0,0,"[[1], [1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul> >(int, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}, std::array<char*, 4ul>)",60,0.0,171.3009999998867,0,0,[]
aten::ne,60,606.1519999998636,169.69499999991967,0,30720,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 3ul>)",60,0.0,169.69499999991967,0,0,[]
aten::any,30,500.480999999927,168.8959999999679,0,15360,"[[1, 32], [], []]"
aten::mul,60,549.0359999999819,163.6180000000768,0,30720,"[[1, 6], [1, 6]]"
aten::bitwise_or,60,477.3239999998332,159.48199999995632,0,30720,"[[1], [1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseOrFunctor<bool> >, std::array<char*, 3ul>)",60,0.0,159.48199999995632,0,0,[]
aten::eq,60,543.9790000000721,154.14800000005107,0,30720,"[[1, 6], [1, 6]]"
aten::ne,60,1053.662999999905,153.69699999993645,0,30720,"[[1, 6], []]"
aten::sum,30,450.2970000000623,152.35400000015397,0,15360,"[[1, 32, 1], [], [], []]"
aten::mul,60,528.5949999998156,149.2479999999632,0,30720,"[[], [1, 1]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",60,0.0,149.2479999999632,0,0,[]
aten::sum,30,403.73400000008223,144.92400000000453,0,15360,"[[1, 32, 4], [], [], []]"
aten::abs,60,700.7049999999826,144.092999999958,0,0,"[[1, 6], [0]]"
aten::arange,60,488.1869999999799,137.02600000005623,0,0,"[[], [], [], [0]]"
"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",60,0.0,137.02600000005623,0,0,[]
aten::all,30,464.8369999999395,136.86699999990196,0,15360,"[[1, 32, 2]]"
"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",60,0.0,136.5390000000407,0,0,[]
aten::all,30,425.4089999999742,133.8539999999557,0,15360,"[[1, 32, 7]]"
aten::copy_,60,406.06199999975706,131.5460000000803,0,0,"[[33], [33], []]"
aten::addmm,30,871.3379999999106,121.66400000007525,0,15360,"[[64], [1, 76], [76, 64], [], []]"
"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, true, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",30,0.0,121.66400000007525,0,0,[]
aten::mul,30,389.29500000006556,117.9800000000032,0,245760,"[[1, 32, 64], [1, 32, 1]]"
"std::enable_if<!(false), void>::type internal::gemvx::kernel<int, int, float, float, float, float, false, true, false, false, 7, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, float>)",30,0.0,116.63800000003721,0,0,[]
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_vectorized<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 2, 128, 1, 16, 4>(char*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",30,0.0,114.14799999996467,0,0,[]
aten::div,30,340.7320000000982,109.21299999996882,0,15360,"[[1, 64], [1, 1]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",30,0.0,109.21299999996882,0,0,[]
aten::softplus,30,302.3290000000361,101.24999999989814,0,15360,"[[4], [], []]"
"void reduce_1Block_kernel<float, 128, 7, cublasGemvTensorStridedBatched<float>, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >(float const*, float, cublasGemvTensorStridedBatched<float>, int, float const*, float, cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float>, cublasPointerMode_t, cublasLtEpilogue_t, cublasGemvTensorStridedBatched<biasType<cublasGemvTensorStridedBatched<float>::value_type, float>::type const>)",30,0.0,100.28900000000431,0,0,[]
aten::where,30,487.243999999886,99.97000000004846,0,0,"[[1, 1], [1, 33], [1, 33]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1}>(at::TensorIteratorBase&, at::native::(anonymous namespace)::where_kernel_impl(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool, float, float)#1} const&)::{lambda(int)#1})",30,0.0,99.97000000004846,0,0,[]
"void at::native::(anonymous namespace)::CatArrayBatchedCopy_alignedK_contig<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 1, 128, 1, 16>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 128, 1>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",30,0.0,98.9470000000656,0,0,[]
aten::mul,30,294.84399999979905,98.4689999999664,0,15360,"[[1, 32, 4], [4]]"
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",30,0.0,96.8640000000014,0,0,[]
"void dot_kernel<float, 128, 0, cublasDotParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> > >(cublasDotParams<cublasGemvTensorStridedBatched<float const>, cublasGemvTensorStridedBatched<float> >)",30,0.0,96.70500000003449,0,0,[]
aten::copy_,30,289.50100000006205,93.08999999998923,0,0,"[[1, 32, 1], [1, 32, 1], []]"
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",30,0.0,90.84400000005007,0,0,[]
aten::tanh,30,293.87600000012026,87.23200000003271,0,15360,"[[1, 32]]"
aten::copy_,60,356.2020000004468,86.42699999995875,0,0,"[[32, 2], [32, 2], []]"
aten::copy_,60,497.43200000025945,85.69199999999728,0,0,"[[6], [6], []]"
aten::clamp_min,30,400.7089999999753,85.66500000009,0,15360,"[[1, 64], []]"
aten::tanh,30,255.86300000001938,84.57599999995728,0,15360,"[[1, 1]]"
aten::clamp_min,30,296.9599999999082,84.22299999994175,0,15360,"[[1, 1], []]"
